Family,Model,Verb,Command,Description,SCPI,SCPI (short),Arguments,Arg kind,Arg values,Instance params,Group,Subsystem,Returns,Return type,Return unit,Return fields,SCPI statements,Unverified,File
Oscilloscope,54641D,NAB,Get_Trigger_Can_Acknowledge,Get trigger can acknowledge,:TRIGger:CAN:ACKNowledge?,:TRIG:CAN:ACKN?,,,,,,TRIG,1,,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,NAB,Get_Trigger_Can_Pattern_Data,Table 5-1,:TRIGger:CAN:PATTern:DATA?,:TRIG:CAN:PATT:DATA?,,,,,,TRIG,1,BLOCK,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,NAB,Get_Trigger_Can_Pattern_Id,Table 5-1,:TRIGger:CAN:PATTern:ID?,:TRIG:CAN:PATT:ID?,,,,,,TRIG,1,,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,NAB,Get_Trigger_Can_Pattern_Id_Mode,Get trigger can pattern id mode,:TRIGger:CAN:PATTern:ID:MODE?,:TRIG:CAN:PATT:ID:MODE?,,,,,,TRIG,1,CRD,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,NAB,Get_Trigger_Can_Samplepoint,Get trigger can samplepoint,:TRIGger:CAN:SAMPlepoint?,:TRIG:CAN:SAMP?,,,,,,TRIG,1,,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,NAB,Get_Trigger_Can_Signal_Baudrate,Get trigger can signal baudrate,:TRIGger:CAN:SIGNal:BAUDrate?,:TRIG:CAN:SIGN:BAUD?,,,,,,TRIG,1,,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,NAB,Get_Trigger_Can_Source,Get trigger can source,:TRIGger:CAN:SOURce?,:TRIG:CAN:SOUR?,,,,,,TRIG,1,CRD,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,NAB,Get_Trigger_Can_Trigger,Get trigger can trigger,:TRIGger:CAN:TRIGer?,:TRIG:CAN:TRIG?,,,,,,TRIG,1,,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,NAB,Get_Trigger_Coupling,Get trigger coupling,:TRIGger:COUPling?,:TRIG:COUP?,,,,,,TRIG,1,CRD,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,NAB,Get_Trigger_Duration_Greaterthan,Get trigger duration greaterthan,:TRIGger:DURation:GREaterthan?,:TRIG:DUR:GRE?,,,,,,TRIG,1,,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,NAB,Get_Trigger_Duration_Lessthan,Get trigger duration lessthan,:TRIGger:DURation:LESSthan?,:TRIG:DUR:LESS?,,,,,,TRIG,1,,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,NAB,Get_Trigger_Duration_Pattern,Get trigger duration pattern,:TRIGger:DURation:PATTern?,:TRIG:DUR:PATT?,,,,,,TRIG,1,,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,NAB,Get_Trigger_Duration_Qualifier,Get trigger duration qualifier,:TRIGger:DURation:QUALifier?,:TRIG:DUR:QUAL?,,,,,,TRIG,1,,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,NAB,Get_Trigger_Duration_Range,Get trigger duration range,:TRIGger:DURation:RANGe?,:TRIG:DUR:RANG?,,,,,,TRIG,1,NR3,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,NAB,Get_Trigger_Edge_Level,Get trigger edge level,:TRIGger:EDGE:LEVel?,:TRIG:EDGE:LEV?,,,,,,TRIG,1,NR3,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,NAB,Get_Trigger_Edge_Slope,Get trigger edge slope,:TRIGger:EDGE:SLOPe?,:TRIG:EDGE:SLOP?,,,,,,TRIG,1,CRD,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,NAB,Get_Trigger_Edge_Source,Get trigger edge source,:TRIGger:EDGE:SOURce?,:TRIG:EDGE:SOUR?,,,,,,TRIG,1,CRD,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,NAB,Get_Trigger_Glitch_Greaterthan,Get trigger glitch greaterthan,:TRIGger:GLITch:GREaterthan?,:TRIG:GLIT:GRE?,,,,,,TRIG,1,,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,NAB,Get_Trigger_Glitch_Lessthan,Get trigger glitch lessthan,:TRIGger:GLITch:LESSthan?,:TRIG:GLIT:LESS?,,,,,,TRIG,1,,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,NAB,Get_Trigger_Glitch_Level,Get trigger glitch level,:TRIGger:GLITch:LEVel?,:TRIG:GLIT:LEV?,,,,,,TRIG,1,NR3,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,NAB,Get_Trigger_Glitch_Polarity,Get trigger glitch polarity,:TRIGger:GLITch:POLarity?,:TRIG:GLIT:POL?,,,,,,TRIG,1,CRD,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,NAB,Get_Trigger_Glitch_Qualifier,Get trigger glitch qualifier,:TRIGger:GLITch:QUALifier?,:TRIG:GLIT:QUAL?,,,,,,TRIG,1,,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,NAB,Get_Trigger_Glitch_Range,Get trigger glitch range,:TRIGger:GLITch:RANGe?,:TRIG:GLIT:RANG?,,,,,,TRIG,1,NR3,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,NAB,Get_Trigger_Glitch_Source,Get trigger glitch source,:TRIGger:GLITch:SOURce?,:TRIG:GLIT:SOUR?,,,,,,TRIG,1,CRD,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,NAB,Get_Trigger_Hfreject,Get trigger hfreject,:TRIGger:HFReject?,:TRIG:HFR?,,,,,,TRIG,1,,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,NAB,Get_Trigger_Holdoff,Get trigger holdoff,:TRIGger:HOLDoff?,:TRIG:HOLD?,,,,,,TRIG,1,NR3,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,NAB,Get_Trigger_Iic_Pattern_Address,Get trigger iic pattern address,:TRIGger:IIC:PATTern:ADDRess?,:TRIG:IIC:PATT:ADDR?,,,,,,TRIG,1,NR1,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,NAB,Get_Trigger_Iic_Pattern_Data,Get trigger iic pattern data,:TRIGger:IIC:PATTern:DATA?,:TRIG:IIC:PATT:DATA?,,,,,,TRIG,1,BLOCK,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,NAB,Get_Trigger_Iic_Trigger_Qualifier,Get trigger iic trigger qualifier,:TRIGger:IIC:TRIGger:QUALifer?,:TRIG:IIC:TRIG:QUAL?,,,,,,TRIG,1,,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,NAB,Get_Trigger_Lin_Signal_Baudrate,Get trigger lin signal baudrate,:TRIGger:LIN:SIGNal:BAUDrate?,:TRIG:LIN:SIGN:BAUD?,,,,,,TRIG,1,,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,NAB,Get_Trigger_Lin_Source,Get trigger lin source,:TRIGger:LIN:SOURce?,:TRIG:LIN:SOUR?,,,,,,TRIG,1,CRD,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,NAB,Get_Trigger_Lin_Trigger,Get trigger lin trigger,:TRIGger:LIN:TRIGger?,:TRIG:LIN:TRIG?,,,,,,TRIG,1,,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,NAB,Get_Trigger_Mode,Get trigger mode,:TRIGger:MODE?,:TRIG:MODE?,,,,,,TRIG,1,CRD,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,NAB,Get_Trigger_Nreject,Get trigger nreject,:TRIGger:NREJect?,:TRIG:NREJ?,,,,,,TRIG,1,,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,NAB,Get_Trigger_Pattern,Get trigger pattern,:TRIGger:PATTern?,:TRIG:PATT?,,,,,,TRIG,1,,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,NAB,Get_Trigger_Reject,Get trigger reject,:TRIGger:REJect?,:TRIG:REJ?,,,,,,TRIG,1,,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,NAB,Get_Trigger_Sequence_Count,Get trigger sequence count,:TRIGger:SEQuence:COUNt?,:TRIG:SEQ:COUN?,,,,,,TRIG,1,NR1,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,NAB,Get_Trigger_Sequence_Find,Get trigger sequence find,:TRIGGER:SEQuence:FIND?,:TRIG:SEQ:FIND?,,,,,,TRIGGER,1,,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,NAB,Get_Trigger_Sequence_Reset,Get trigger sequence reset,:TRIGGER:SEQuence:RESet?,:TRIG:SEQ:RES?,,,,,,TRIGGER,1,,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,NAB,Get_Trigger_Sequence_Timebase,Get trigger sequence timebase,:TRIGGER:SEQuence:TIMer?,:TRIG:SEQ:TIM?,,,,,,TRIGGER,1,NR3,s,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,NAB,Get_Trigger_Sequence_Trigger,Get trigger sequence trigger,:TRIGGER:SEQuence:TRIGger?,:TRIG:SEQ:TRIG?,,,,,,TRIGGER,1,,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,NAB,Get_Trigger_Spi_Clock_Slope,Get trigger spi clock slope,:TRIGger:SPI:CLOCk:SLOPe?,:TRIG:SPI:CLOC:SLOP?,,,,,,TRIG,1,CRD,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,NAB,Get_Trigger_Spi_Clock_Timebase,Get trigger spi clock timebase,:TRIGger:SPI:CLOCk:TIMeout?,:TRIG:SPI:CLOC:TIM?,,,,,,TRIG,1,NR3,s,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,NAB,Get_Trigger_Spi_Frame,Get trigger spi frame,:TRIGger:SPI:FRAMing?,:TRIG:SPI:FRAM?,,,,,,TRIG,1,,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,NAB,Get_Trigger_Spi_Pattern_Data,Get trigger spi pattern data,:TRIGger:SPI:PATTern:DATA?,:TRIG:SPI:PATT:DATA?,,,,,,TRIG,1,BLOCK,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,NAB,Get_Trigger_Spi_Pattern_Width,Get trigger spi pattern width,:TRIGger:SPI:PATTern:WIDth?,:TRIG:SPI:PATT:WID?,,,,,,TRIG,1,NR3,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,NAB,Get_Trigger_Spi_Source_Clock,Get trigger spi source clock,:TRIGger:SPI:SOURce:CLOCk?,:TRIG:SPI:SOUR:CLOC?,,,,,,TRIG,1,,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,NAB,Get_Trigger_Spi_Source_Data,Get trigger spi source data,:TRIGger:SPI:SOURce:DATA?,:TRIG:SPI:SOUR:DATA?,,,,,,TRIG,1,BLOCK,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,NAB,Get_Trigger_Spi_Source_Frame,Get trigger spi source frame,:TRIGger:SPI:SOURce:FRAMe?,:TRIG:SPI:SOUR:FRAM?,,,,,,TRIG,1,,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,NAB,Get_Trigger_Sweep,Get trigger sweep,:TRIGger:SWEep?,:TRIG:SWE?,,,,,,TRIG,1,CRD,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,NAB,Get_Trigger_Tv_Line,Get trigger tv line,:TRIGger:TV:LINE?,:TRIG:TV:LINE?,,,,,,TRIG,1,,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,NAB,Get_Trigger_Tv_Mode,Get trigger tv mode,:TRIGger:TV:MODE?,:TRIG:TV:MODE?,,,,,,TRIG,1,CRD,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,NAB,Get_Trigger_Tv_Polarity,Get trigger tv polarity,:TRIGger:TV:POLarity?,:TRIG:TV:POL?,,,,,,TRIG,1,CRD,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,NAB,Get_Trigger_Tv_Source,Get trigger tv source,:TRIGger:TV:SOURce?,:TRIG:TV:SOUR?,,,,,,TRIG,1,CRD,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,NAB,Get_Trigger_Tv_Standard,Get trigger tv standard,:TRIGger:TV:STANdard?,:TRIG:TV:STAN?,,,,,,TRIG,1,,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,NAB,Get_Trigger_Tv_Tvmode,Get trigger tv tvmode,:TRIGger:TV:TVMODE?,:TRIG:TV:TVM?,,,,,,TRIG,1,,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,NAB,Get_Trigger_Usb_Source_Dminus,Get trigger usb source dminus,:TRIGger:USB:SOURce:DMINus?,:TRIG:USB:SOUR:DMIN?,,,,,,TRIG,1,,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,NAB,Get_Trigger_Usb_Source_Dplus,Get trigger usb source dplus,:TRIGger:USB:SOURce:DPLus?,:TRIG:USB:SOUR:DPL?,,,,,,TRIG,1,,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,NAB,Get_Trigger_Usb_Speed,Get trigger usb speed,:TRIGger:USB:SPEed?,:TRIG:USB:SPE?,,,,,,TRIG,1,NR3,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,NAB,Get_Trigger_Usb_Trigger,Get trigger usb trigger,:TRIGger:USB:TRIGger?,:TRIG:USB:TRIG?,,,,,,TRIG,1,,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,NAB,Get_Tst,Get tst,*TST?,,,,,,,Common,1,NR1,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,NAB,Get_Voltage_Stats_CH1,Get Voltage Stats CH1,:MEASure:SOURce <source>;:MEASure:VPP?;:MEASure:VRMS?;:MEASure:VMAX?;:MEASure:VMIN?,:MEAS:SOUR <source>;:MEAS:VPP?;:MEAS:VRMS?;:MEAS:VMAX?;:MEAS:VMIN?,source,,,,Channel 1 Measurements,Channel_1,4,NR3; NR3; NR3; NR3,V; V; V; V,vpp; vrms; vmax; vmin,5,,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,NAB,Get_Voltage_Stats_CH2,Get Voltage Stats CH2,:MEASure:SOURce <source>;:MEASure:VPP?;:MEASure:VRMS?;:MEASure:VMAX?;:MEASure:VMIN?,:MEAS:SOUR <source>;:MEAS:VPP?;:MEAS:VRMS?;:MEAS:VMAX?;:MEAS:VMIN?,source,,,,Channel 2 Measurements,Channel_2,4,NR3; NR3; NR3; NR3,V; V; V; V,vpp; vrms; vmax; vmin,5,,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,NAB,Get_Waveform_Byteorder,Get waveform byteorder,:WAVeform:BYTeorder?,:WAV:BYT?,,,,,,WAV,1,,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,NAB,Get_Waveform_Count,Get waveform count,:WAVeform:COUNt?,:WAV:COUN?,,,,,,WAV,1,NR1,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,NAB,Get_Waveform_Data,Get Waveform Data,WAVeform:DATA?,WAV:DATA?,,,,,Waveform Data Readbacks,WAVeform,1,BLOCK,,,1,,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,NAB,Get_Waveform_Format,Get waveform format,:WAVeform:FORMat?,:WAV:FORM?,,,,,,WAV,1,CRD,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,NAB,Get_Waveform_Points,Get waveform points,:WAVeform:POINts?,:WAV:POIN?,,,,,,WAV,1,NR1,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,NAB,Get_Waveform_Source,Get waveform source,:WAVeform:SOURce?,:WAV:SOUR?,,,,,,WAV,1,CRD,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,NAB,Get_Waveform_Unsigned,Get waveform unsigned,:WAVeform:UNSigned?,:WAV:UNS?,,,,,,WAV,1,,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,NAB,Get_Waveform_View,Get waveform view,:WAVeform:VIEW?,:WAV:VIEW?,,,,,,WAV,1,,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,NAB,Get_Waveform_Xincrement,Get waveform xincrement,:WAVeform:XINCrement?,:WAV:XINC?,,,,,,WAV,1,NR3,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,NAB,Get_Waveform_Xorigin,Get waveform xorigin,:WAVeform:XORigin?,:WAV:XOR?,,,,,,WAV,1,NR3,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,NAB,Get_Waveform_Xreference,Get waveform xreference,:WAVeform:XREFerence?,:WAV:XREF?,,,,,,WAV,1,NR3,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,NAB,Get_Waveform_Yincrement,Get waveform yincrement,:WAVeform:YINCrement?,:WAV:YINC?,,,,,,WAV,1,NR3,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,NAB,Get_Waveform_Yorigin,Get waveform yorigin,:WAVeform:YORigin?,:WAV:YOR?,,,,,,WAV,1,NR3,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,NAB,Get_Waveform_Yreference,Get waveform yreference,:WAVeform:YREFerence?,:WAV:YREF?,,,,,,WAV,1,NR3,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,NAB,Get_X_Delta,Get X Delta,MARKer:XDELta?,MARK:XDEL?,,,,,Cursor Deltas,MARKer,1,NR3,s,,1,,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,NAB,Get_Y_Delta,Get Y Delta,MARKer:YDELta?,MARK:YDEL?,,,,,Cursor Deltas,MARKer,1,NR3,s,,1,,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,NAB,Read_Error,Read Error,:SYSTem:ERRor?,:SYST:ERR?,,,,,Errors and ID,System,1,NR2,,,1,,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,NAB,Read_IDN,Read IDN,*IDN?,,,,,,Errors and ID,System,1,AARD,,,1,,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,RIG,Setup_Trigger_Edge,"Set edge trigger source, slope and level together",:TRIGger:EDGE:SOURce <source>;:TRIGger:EDGE:SLOPe <slope>;:TRIGger:EDGE:LEVel <level>,:TRIG:EDGE:SOUR <source>;:TRIG:EDGE:SLOP <slope>;:TRIG:EDGE:LEV <level>,source; slope; level,enum,,,Edge Trigger Config,TRIGger,,,,,3,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,CH1_BWLimit,CH1 BWLimit,:CHANnel1:BWLimit <state>,:CHAN1:BWL <state>,state,bool,OFF; ON,,Vertical Setup CH1,Channel_1,,,,,1,,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,CH1_Coupling,CH1 Coupling,:CHANnel1:COUPling <coupling>,:CHAN1:COUP <coupling>,coupling,enum,,,Vertical Setup CH1,Channel_1,,,,,1,,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,CH1_Invert,CH1 Invert,:CHANnel1:INVert <state>,:CHAN1:INV <state>,state,bool,OFF; ON,,Vertical Setup CH1,Channel_1,,,,,1,,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,CH1_Label,CH1 Label,:CHANnel1:LABel <string>,:CHAN1:LAB <string>,string,unknown,,,Vertical Setup CH1,Channel_1,,,,,1,,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,CH1_Offset,CH1 Offset,:CHANnel1:OFFSet <offset>,:CHAN1:OFFS <offset>,offset,numeric,,,Vertical Setup CH1,Channel_1,,,,,1,,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,CH1_Probe,CH1 Probe,:CHANnel1:PROBe <attenuation>,:CHAN1:PROB <attenuation>,attenuation,numeric,,,Vertical Setup CH1,Channel_1,,,,,1,,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,CH1_Scale,CH1 Scale,:CHANnel1:SCALe <scale>,:CHAN1:SCAL <scale>,scale,numeric,,,Vertical Setup CH1,Channel_1,,,,,1,,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,CH2_BWLimit,CH2 BWLimit,:CHANnel2:BWLimit <state>,:CHAN2:BWL <state>,state,bool,OFF; ON,,Vertical Setup CH2,Channel_2,,,,,1,,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,CH2_Coupling,CH2 Coupling,:CHANnel2:COUPling <coupling>,:CHAN2:COUP <coupling>,coupling,enum,,,Vertical Setup CH2,Channel_2,,,,,1,,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,CH2_Invert,CH2 Invert,:CHANnel2:INVert <state>,:CHAN2:INV <state>,state,bool,OFF; ON,,Vertical Setup CH2,Channel_2,,,,,1,,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,CH2_Label,CH2 Label,:CHANnel2:LABel <string>,:CHAN2:LAB <string>,string,unknown,,,Vertical Setup CH2,Channel_2,,,,,1,,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,CH2_Offset,CH2 Offset,:CHANnel2:OFFSet <offset>,:CHAN2:OFFS <offset>,offset,numeric,,,Vertical Setup CH2,Channel_2,,,,,1,,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,CH2_Probe,CH2 Probe,:CHANnel2:PROBe <attenuation>,:CHAN2:PROB <attenuation>,attenuation,numeric,,,Vertical Setup CH2,Channel_2,,,,,1,,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,CH2_Scale,CH2 Scale,:CHANnel2:SCALe <scale>,:CHAN2:SCAL <scale>,scale,numeric,,,Vertical Setup CH2,Channel_2,,,,,1,,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,Lock_Front_Panel,Lock Front Panel,SYSTem:LOCK <state>,SYST:LOCK <state>,state,unknown,,,System Control,SYSTem,,,,,1,,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,Set_Acquire_Complete,Set acquire complete,:ACQuire:COMPlete <value>,:ACQ:COMP <value>,value,unknown,,,,ACQ,,,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,Set_Acquire_Mode,Set acquire mode,:ACQuire:MODE <value>,:ACQ:MODE <value>,value,enum,,,,ACQ,,,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,Set_Acquire_Mode_AVERage,Set Acquire Mode AVERage,:ACQuire:TYPE <type>,:ACQ:TYPE <type>,type,enum,,,Acquire Mode & Averaging,Trigger,,,,,1,,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,Set_Acquire_Mode_HRESolution,Set Acquire Mode HRESolution,:ACQuire:TYPE <type>,:ACQ:TYPE <type>,type,enum,,,Acquire Mode & Averaging,Trigger,,,,,1,,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,Set_Acquire_Mode_NORMal,Set Acquire Mode NORMal,:ACQuire:TYPE <type>,:ACQ:TYPE <type>,type,enum,,,Acquire Mode & Averaging,Trigger,,,,,1,,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,Set_Acquire_Mode_PEAK,Set Acquire Mode PEAK,:ACQuire:TYPE <type>,:ACQ:TYPE <type>,type,enum,,,Acquire Mode & Averaging,Trigger,,,,,1,,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,Set_Acquire_Type,Set Acquire Type,ACQuire:TYPE <type>,ACQ:TYPE <type>,type,enum,,,Acquisition Settings,ACQuire,,,,,1,,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,Set_Average_Count,Set Average Count,ACQuire:COUNt <count>,ACQ:COUN <count>,count,integer,,,Acquisition Settings,ACQuire,,,,,1,,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,Set_Averaging_Count,Set Averaging Count,:ACQuire:COUNt <count>,:ACQ:COUN <count>,count,integer,,,Acquire Mode & Averaging,Trigger,,,,,1,,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,Set_Bandwidth_Limit,Set Bandwidth Limit,CHANnel<n>:BWLimit <state>,CHAN<n>:BWL <state>,state,bool,OFF; ON,n,Analog Channel Settings,CHANnel,,,,,1,,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,Set_Byte_Order,Set Byte Order,WAVeform:BYTeorder <order>,WAV:BYT <order>,order,unknown,,,Waveform Data Transfer Settings,WAVeform,,,,,1,,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,Set_Calibrate_Label,Set calibrate label,:CALibrate:LABel <value>,:CAL:LAB <value>,value,unknown,,,,CAL,,,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,Set_Center_Frequency,Set Center Frequency,:FUNCtion:CENTer <frequency>,:FUNC:CENT <frequency>,frequency,numeric,,,FFT Specific Configuration,Math_FFT,,,,,1,,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,Set_Channel_Coupling,Receiving Information from the Instrument,:CHANNEL1:COUPLING <value>,:CHAN1:COUP <value>,value,enum,,,,CHANNEL,,,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,Set_Channel_Offset,Set Channel Offset,CHANnel1:OFFSet <offset>,CHAN1:OFFS <offset>,offset,numeric,,,Channel 1 Settings,CHANnel,,,,,1,,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,Set_Channel_Range,Set Channel Range,CHANnel1:RANGe <range>,CHAN1:RANG <range>,range,numeric,,,Channel 1 Settings,CHANnel,,,,,1,,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,Set_Channel_Scale,Set Channel Scale,CHANnel1:SCALe <scale>,CHAN1:SCAL <scale>,scale,numeric,,,Channel 1 Settings,CHANnel,,,,,1,,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,Set_Coupling,Set Coupling,CHANnel<n>:COUPling <coupling>,CHAN<n>:COUP <coupling>,coupling,enum,,n,Analog Channel Settings,CHANnel,,,,,1,,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,Set_Digital_Display,Set Digital Display,DIGital<n>:DISPlay <state>,DIG<n>:DISP <state>,state,bool,OFF; ON,n,Digital Channel (MSO) Settings,DIGital,,,,,1,,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,Set_Digital_Label,Set Digital Label,DIGital<n>:LABel <label>,DIG<n>:LAB <label>,label,unknown,,n,Digital Channel (MSO) Settings,DIGital,,,,,1,,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,Set_Digital_Position,Set Digital Position,DIGital<n>:POSition <pos>,DIG<n>:POS <pos>,pos,numeric,,n,Digital Channel (MSO) Settings,DIGital,,,,,1,,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,Set_Display,Set Display,CHANnel<n>:DISPlay <state>,CHAN<n>:DISP <state>,state,bool,OFF; ON,n,Analog Channel Settings,CHANnel,,,,,1,,Oscilloscope/54641D/commands.json
